type,text_preprocessed
spam,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
ham,mark work tomorrow get work hous meet u afterward
ham,keep ur problem ur heart bcoz nobodi fight u u amp u fight ur self amp win battl vivekanand g sd
ham,yeah give call youv got minut
ham,hi babe uawakefeellikw shitjustfound via alett thatmum gotmarri thnovbehind ourback fuckinniceselfishdeviousbitchanywayil call u
ham,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount motherinlaw woman hitler eleven plu two twelv plu one amaz
ham,aiya discuss later lar pick ü
ham,hey happi birthday
ham,sorri miss call pleas call back
ham,omg one thing anoth cat worm bad day end
ham,good morn im suffer fever dysentri abl come offic today
ham,wont anyth de
ham,type stuff sing
ham,st andr virgil cream
ham,check room befor activ
ham,fri ah oki lorgoin drivin den go shoppin tt
ham,gokila talk aha
ham,hi shanilrakhesh herethanksi exchang uncut diamond stuffleav back excel servic dino prem
ham,kkthi month kote birthday know
ham,im realli realli broke oh amount small even ltgt
ham,sorri mate phone didnt write love kate
spam,themobhit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpaperal free
ham,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come co money
ham,aight call your close
ham,nope that fine might nap tho
spam,msg mobil content order resent previou attempt fail due network error queri customersqueriesnetvisionukcom
ham,news hassl get weed week andr money haughaighgtujhyguj
ham,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid aproach gal dt time truck speed toward gal wn hit girld boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili gthr drink boost evrydi moral stori hv free msgsd gud ni
ham,wnt buy bmw car urgentlyit vri urgentbut hv shortag ltgt lacsther sourc arng di amt ltgt lacsthat prob
ham,ding ya break fassyol blacko londn
ham,realli need kiss u miss u babi ur babi eva
ham,sign matur start say big thing actual start understand small thing nice even bslvyl
ham,oh got mani respons
spam,new messag pleas call
ham,ive reach sch alreadi
spam,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat vco free
ham,u definit need modul e human di sem izzit u wan take modul st
ham,argh fuck nobodi town
spam,get lion england tone repli lionm mono lionp poli go wwwringtonescouk origin n best tone gbp network oper rate appli
ham,thank fill complet calm reassur
ham,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmean
ham,drive train
ham,lol real told dad cancer
spam,privat account statement
ham,oop ltgt
ham,enufcredeit tocallshal ileav uni get bu yor hous
ham,hi chikku send nice msg
ham,imposs argu alway treat like sub like never releas remind necessari
ham,work ah den plu lor u workin oso rite den go orchard lor place go liao
ham,wonder okor great month cherish guy wish well day mojibiola
ham,cuz ibor wanna studi
ham,wot wed nite til
ham,rose redr bloodblood heartheart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri
ham,way
ham,suck ill go u hair youll free right
ham,still work time also tri ad zero save check ltgt
ham,hmm dunno leh mayb bag goigng dat small ju anyth except perfum smth dat keep
ham,sday joinedso train start today
ham,sorri grocer
ham,nice pub near franki n benni near warner cinema
spam,costa del sol holiday £ await collect call toclaim sae tc pobox stockport skxh cost£pm maxmin
ham,yup havent want go yoga call book
ham,oh shut omg yesterday dream kid boy piss kid boy even told mark dream chang diaper caus im get owe face
ham,yeah imagin would realli gentl unlik doc treat patient like turkey
spam,free st week nokia tone ur mobil everi week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normpton
ham,start dont stop pray good idea anyth see help guy ill forward link
ham,hi darlin im helen fone im gonna b princ nite pleas come tb love kate
ham,im offic dawher
ham,aiyar u poor thing give u support k jia ill think u
ham,oh unintent bad time great finger train play along give fifteen min warn
spam,get garden readi summer free select summer bulb seed worth £ scotsman saturday stop go notxtcouk
ham,kthen come wenev u lik come also tel vikki come get free time
ham,pl call da happen
ham,happi new year u ur familymay new year bring happi stabil tranquil ur vibrant colour life
ham,problem renew ill right away dont know detail
ham,idk im sit stop shop park lot right bawl eye feel like im failur everyth nobodi want feel like im fail
ham,havent left yet probabl gonna til dinner
ham,like ltgt question
ham,new year eve ok went parti boyfriend si hey
ham,sir need velusami sir date birth compani bank facil detail
ham,k k sm chat
ham,come karnan car pleas wait till pm directli goto doctor
ham,bluray player
ham,ok r meet later
ham,lol need cash nitro hurri come crash
ham,send text well skype later
ham,ok leav need ask
spam,congrat mobil g videophon r call videochat wid ur mate play java game dload polyph music nolin rentl bx ip p
ham,ü still got lesson ü sch
ham,dun believ leh tot told true alreadi thk muz c us tog believ
ham,oh charg camera
ham,i‘v got salt rub open wound like
ham,im go lunch
ham,im school n ill da lab stuff give call ü r done
ham,oh k come tomorrow
ham,aight text tonight well see what
ham,u
ham,water log desert geoenvironment implic
ham,rajipl favour pl convey birthday wish nimya pl today birthday
ham,compani goodenviron terrif food realli nice
ham,strang watch nd one im bed sweet dream miss u
spam,sm auction brand new nokia auction today auction free join take part txt nokia
ham,hi hope u r ok said would text hasnt u seen let gentli pleas
ham,babe fuck love know fuck good hear voic need crave cant get enough ador ahmad kiss
ham,k sure rel home sm de pl
ham,sent like
ham,fuuuuck need stop sleepin sup
ham,im town ill ju take mrt later
ham,cook rather nice salmon la
ham,upload mine facebook
ham,time u wrkin
ham,oki
spam,ree entri weekli comp chanc win ipod txt pod get entri std txt rate tc appli detail
spam,record indic u mayb entitl pound compens accid claim free repli claim msg stop txt stop
ham,sorri ill call later
ham,oh oh den muz chang plan liao go back yan jiu
ham,wyli tampa sarasota
ham,ok take ur time n enjoy ur dinner
ham,darren say dat u meet da ge den dun meet dinner co later u leav xy feel awkward den u meet lunch lor
spam,spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logop
ham,like cheap i‘m happi splash wine make feel better
ham,she fine difficulti phone work mine pl send anoth friend request
ham,ugh leg hurt musta overdid mon
spam,call germani penc per minut call fix line via access number prepay direct access wwwtelediscountcouk
spam,costa del sol holiday £ await collect call toclaim sae tc pobox stockport skxh cost£pm maxmin
ham,wot student discount u get book
ham,fineabsolutli fine
ham,come get b quit diff guess rite
spam,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptxt
ham,reach ur home ltgt minut
ham,babe im answer cant see mayb youd better reboot ym got photo great
ham,hiwhat think match
ham,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop
ham,dai download exe file run exe instal
ham,yesterday true true
ham,kkhow busi
ham,pa select
spam,natalja f invit friend repli ye see wwwsmsacunat stop send stop frnd
ham,keep ten rs shelf buy two egg
ham,late
ham,well that nice bad cant eat
ham,accident brought em home box
ham,pl need dat slowli vomit
ham,take exam march
ham,jane babe goin wrk feel ill lst nite fone alreadi cover chuck
ham,nightsw nt stay port step liaotoo ex
ham,die want u stuff
ham,oh fuck juswok bed boatin dock slept wid year old spinout giv u da gossip lr xxx
ham,smile pleasur smile pain smile troubl pour like rain smile sum hurt u smile becoz someon still love see u smile
ham,prabhaim sorydarealyfrm heart im sori
ham,remet alex nichol middl school turn he deal
spam,privat account statement fone show unredeem point call identifi code expir
ham,mean u could keep ur word
ham,nope im still market
ham,realis busi guy im tri bother get exam outta way tri car gr day
spam,chosen receiv £ award pl call claim number collect award select receiv valu mobil custom
ham,hey project start aha da
ham,ok cool see ya
ham,uworld site buy qbank buy self assess also
ham,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli
spam,someonon know tri contact via date servic find could call mobil landlin boxskch
ham,yeah still give ride
ham,jay want work first how sound
ham,gud gudk chikku tke care sleep well gud nyt
ham,part check iq
ham,hmm think lor
ham,cours dont teas know simpli must see grin keep post prey love smile devour kiss
ham,thank temal wonder thank great week
ham,thank princess want see nice juici booti
ham,havent eaten day im sit stare juici pizza cant eat med ruin life
ham,gud ni dearslp welltak careswt dreamsmuah
ham,u come n search tat vidnot finishd
ham,k im leav soon littl
spam,urgent pleas call landlin £ cash holiday await collect cs sae po box mxi
ham,yeah work fine start last week stuff dull easi guy fun
ham,studi alon without anyon help cant need studi
ham,pleas tell car key purs
ham,didnt get anyth da
ham,ok sweet dream
ham,well she big surpris
ham,usualiam fine happi amp well
ham,cbe chennai
ham,help u swoop pick u wherev ur bird r meet u want
ham,anyon call treadmil say youll buy make sure work found ad craigslist sell ltgt
ham,absolut love south park recent start watch offic
ham,see film
ham,pl speak wont ask anyth friendship
ham,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moralon get name person bt girlfrnd g n g h
ham,gud niswt drmstake care
ham,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u
ham,anyth lar ü go home dinner
ham,er enjoyin indian moyep sall good hehe how bout u shexi pete xx
spam,dont prize go anoth custom tc wwwtcbiz pmin polo ltd suit london wj hl pleas call back busi
ham,u fix teethif asapok take care
ham,u wan come dinner tonight
ham,hellohow u doingwhat u u b move flat co need arrang pick lamp etc take care hello carolin
ham,latebut kwish
ham,hi hope ur day good back walk tabl book half eight let know ur come
ham,oh yeah clearli fault
ham,dunno leh cant rememb mayb lor wat time r meet tmr
ham,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night
spam,urgent mobil number award £ prize guarante call land line claim valid hr ppm
ham,helloooo wake sweet morn welcom enjoy day full joy gud mrng
ham,vikki come around lttimegt
ham,princess
ham,gone get info bt dont know
ham,yeah probabl
ham,sent ur email id soon
spam,urgent week free membership £ prize jackpot txt word claim tc wwwdbuknet lccltd pobox ldnwarw
